transaction_id,date,product_id,product_name,product_category,quantity,ppu,amount,customer_id,region,company_name
T015331,2025-02-20,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-031,Bago,Prestige Supplies Ltd.
T015452,2025-02-21,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-031,Bago,Prestige Supplies Ltd.
T015453,2025-02-21,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-031,Bago,Prestige Supplies Ltd.
T015454,2025-02-21,PROD-010,Webcam 1080p HD,Electronics,6,180000,1080000,Customer-031,Bago,Prestige Supplies Ltd.
T015455,2025-02-21,PROD-009,Adjustable Monitor Arm,Furniture,1,195000,195000,Customer-031,Bago,Prestige Supplies Ltd.
T015627,2025-02-22,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-031,Bago,Prestige Supplies Ltd.
T015628,2025-02-22,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,70000,420000,Customer-031,Bago,Prestige Supplies Ltd.
T015629,2025-02-22,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-031,Bago,Prestige Supplies Ltd.
T015757,2025-02-23,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-031,Bago,Prestige Supplies Ltd.
T015758,2025-02-23,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-031,Bago,Prestige Supplies Ltd.
T015759,2025-02-23,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-031,Bago,Prestige Supplies Ltd.
T015760,2025-02-23,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-031,Bago,Prestige Supplies Ltd.
T015906,2025-02-24,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-031,Bago,Prestige Supplies Ltd.
T016029,2025-02-25,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-031,Bago,Prestige Supplies Ltd.
T016030,2025-02-25,PROD-010,Webcam 1080p HD,Electronics,1,180000,180000,Customer-031,Bago,Prestige Supplies Ltd.
T016176,2025-02-26,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-031,Bago,Prestige Supplies Ltd.
T016177,2025-02-26,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-031,Bago,Prestige Supplies Ltd.
T016178,2025-02-26,PROD-002,Wireless Mechanical Keyboard,Electronics,1,380000,380000,Customer-031,Bago,Prestige Supplies Ltd.
T016326,2025-02-27,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-031,Bago,Prestige Supplies Ltd.
T016327,2025-02-27,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-031,Bago,Prestige Supplies Ltd.
T016493,2025-02-28,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago,Prestige Supplies Ltd.
T016649,2025-03-01,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,70000,70000,Customer-031,Bago,Prestige Supplies Ltd.
T016797,2025-03-02,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-031,Bago,Prestige Supplies Ltd.
T016939,2025-03-03,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago,Prestige Supplies Ltd.
T016940,2025-03-03,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-031,Bago,Prestige Supplies Ltd.
T017088,2025-03-04,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-031,Bago,Prestige Supplies Ltd.
T017089,2025-03-04,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-031,Bago,Prestige Supplies Ltd.
T017244,2025-03-05,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,25500,51000,Customer-031,Bago,Prestige Supplies Ltd.
T017245,2025-03-05,PROD-004,Standing Desk Converter,Furniture,5,500000,2500000,Customer-031,Bago,Prestige Supplies Ltd.
T017406,2025-03-06,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-031,Bago,Prestige Supplies Ltd.
T017407,2025-03-06,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-031,Bago,Prestige Supplies Ltd.
T017408,2025-03-06,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-031,Bago,Prestige Supplies Ltd.
T017409,2025-03-06,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-031,Bago,Prestige Supplies Ltd.
T017410,2025-03-06,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-031,Bago,Prestige Supplies Ltd.
T017551,2025-03-07,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-031,Bago,Prestige Supplies Ltd.
T017714,2025-03-08,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago,Prestige Supplies Ltd.
T017715,2025-03-08,PROD-005,Noise-Cancelling Headphones,Electronics,7,900000,6300000,Customer-031,Bago,Prestige Supplies Ltd.
T017868,2025-03-09,PROD-004,Standing Desk Converter,Furniture,8,500000,4000000,Customer-031,Bago,Prestige Supplies Ltd.
T018003,2025-03-10,PROD-009,Adjustable Monitor Arm,Furniture,8,195000,1560000,Customer-031,Bago,Prestige Supplies Ltd.
T018142,2025-03-11,PROD-005,Noise-Cancelling Headphones,Electronics,10,900000,9000000,Customer-031,Bago,Prestige Supplies Ltd.
T018143,2025-03-11,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-031,Bago,Prestige Supplies Ltd.
T018459,2025-03-13,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-031,Bago,Prestige Supplies Ltd.
T018460,2025-03-13,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-031,Bago,Prestige Supplies Ltd.
T018597,2025-03-14,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-031,Bago,Prestige Supplies Ltd.
T018598,2025-03-14,PROD-010,Webcam 1080p HD,Electronics,6,180000,1080000,Customer-031,Bago,Prestige Supplies Ltd.
T018599,2025-03-14,PROD-001,Ergonomic Mesh Chair,Furniture,5,750000,3750000,Customer-031,Bago,Prestige Supplies Ltd.
T018763,2025-03-15,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-031,Bago,Prestige Supplies Ltd.
T018764,2025-03-15,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,70000,700000,Customer-031,Bago,Prestige Supplies Ltd.
T018922,2025-03-16,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-031,Bago,Prestige Supplies Ltd.
T019348,2025-03-19,PROD-009,Adjustable Monitor Arm,Furniture,4,195000,780000,Customer-031,Bago,Prestige Supplies Ltd.
T019472,2025-03-20,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-031,Bago,Prestige Supplies Ltd.
T019619,2025-03-21,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-031,Bago,Prestige Supplies Ltd.
T019921,2025-03-23,PROD-010,Webcam 1080p HD,Electronics,9,180000,1620000,Customer-031,Bago,Prestige Supplies Ltd.
T020074,2025-03-24,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-031,Bago,Prestige Supplies Ltd.
T020213,2025-03-25,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago,Prestige Supplies Ltd.
T020363,2025-03-26,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago,Prestige Supplies Ltd.
T020364,2025-03-26,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-031,Bago,Prestige Supplies Ltd.
T020365,2025-03-26,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-031,Bago,Prestige Supplies Ltd.
T020366,2025-03-26,PROD-004,Standing Desk Converter,Furniture,8,500000,4000000,Customer-031,Bago,Prestige Supplies Ltd.
T020523,2025-03-27,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,25500,76500,Customer-031,Bago,Prestige Supplies Ltd.
T020524,2025-03-27,PROD-001,Ergonomic Mesh Chair,Furniture,4,750000,3000000,Customer-031,Bago,Prestige Supplies Ltd.
T020525,2025-03-27,PROD-001,Ergonomic Mesh Chair,Furniture,7,750000,5250000,Customer-031,Bago,Prestige Supplies Ltd.
T020687,2025-03-28,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,25500,51000,Customer-031,Bago,Prestige Supplies Ltd.
T020688,2025-03-28,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-031,Bago,Prestige Supplies Ltd.
T020689,2025-03-28,PROD-009,Adjustable Monitor Arm,Furniture,1,195000,195000,Customer-031,Bago,Prestige Supplies Ltd.
T020690,2025-03-28,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-031,Bago,Prestige Supplies Ltd.
T021001,2025-03-30,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-031,Bago,Prestige Supplies Ltd.
T021150,2025-03-31,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-031,Bago,Prestige Supplies Ltd.
T021151,2025-03-31,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-031,Bago,Prestige Supplies Ltd.
T021283,2025-04-01,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-031,Bago,Prestige Supplies Ltd.
T021445,2025-04-02,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago,Prestige Supplies Ltd.
T021446,2025-04-02,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-031,Bago,Prestige Supplies Ltd.
T021447,2025-04-02,PROD-001,Ergonomic Mesh Chair,Furniture,6,750000,4500000,Customer-031,Bago,Prestige Supplies Ltd.
T021587,2025-04-03,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-031,Bago,Prestige Supplies Ltd.
T021588,2025-04-03,PROD-004,Standing Desk Converter,Furniture,8,500000,4000000,Customer-031,Bago,Prestige Supplies Ltd.
T021735,2025-04-04,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago,Prestige Supplies Ltd.
T021736,2025-04-04,PROD-009,Adjustable Monitor Arm,Furniture,8,195000,1560000,Customer-031,Bago,Prestige Supplies Ltd.
T021737,2025-04-04,PROD-002,Wireless Mechanical Keyboard,Electronics,7,380000,2660000,Customer-031,Bago,Prestige Supplies Ltd.
T021898,2025-04-05,PROD-001,Ergonomic Mesh Chair,Furniture,5,750000,3750000,Customer-031,Bago,Prestige Supplies Ltd.
T021899,2025-04-05,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-031,Bago,Prestige Supplies Ltd.
T021900,2025-04-05,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago,Prestige Supplies Ltd.
T022051,2025-04-06,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-031,Bago,Prestige Supplies Ltd.
T022052,2025-04-06,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-031,Bago,Prestige Supplies Ltd.
T022177,2025-04-07,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-031,Bago,Prestige Supplies Ltd.
T022178,2025-04-07,PROD-005,Noise-Cancelling Headphones,Electronics,7,900000,6300000,Customer-031,Bago,Prestige Supplies Ltd.
T022179,2025-04-07,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-031,Bago,Prestige Supplies Ltd.
T022319,2025-04-08,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-031,Bago,Prestige Supplies Ltd.
T022320,2025-04-08,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-031,Bago,Prestige Supplies Ltd.
T022321,2025-04-08,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-031,Bago,Prestige Supplies Ltd.
T022471,2025-04-09,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-031,Bago,Prestige Supplies Ltd.
T022472,2025-04-09,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-031,Bago,Prestige Supplies Ltd.
T022755,2025-04-11,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-031,Bago,Prestige Supplies Ltd.
T022880,2025-04-12,PROD-003,27-inch 4K Monitor,Electronics,4,1200000,4800000,Customer-031,Bago,Prestige Supplies Ltd.
T022881,2025-04-12,PROD-007,USB-C Docking Station,Electronics,2,340000,680000,Customer-031,Bago,Prestige Supplies Ltd.
T022981,2025-04-13,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-031,Bago,Prestige Supplies Ltd.
T022982,2025-04-13,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-031,Bago,Prestige Supplies Ltd.
T023096,2025-04-14,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-031,Bago,Prestige Supplies Ltd.
T023196,2025-04-15,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-031,Bago,Prestige Supplies Ltd.
T023292,2025-04-16,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-031,Bago,Prestige Supplies Ltd.
T023293,2025-04-16,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago,Prestige Supplies Ltd.
T023406,2025-04-17,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-031,Bago,Prestige Supplies Ltd.
T023516,2025-04-18,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-031,Bago,Prestige Supplies Ltd.
T023706,2025-04-20,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-031,Bago,Prestige Supplies Ltd.
T023798,2025-04-21,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,25500,25500,Customer-031,Bago,Prestige Supplies Ltd.
T023799,2025-04-21,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-031,Bago,Prestige Supplies Ltd.
T023894,2025-04-22,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-031,Bago,Prestige Supplies Ltd.
T023895,2025-04-22,PROD-010,Webcam 1080p HD,Electronics,4,180000,720000,Customer-031,Bago,Prestige Supplies Ltd.
T023896,2025-04-22,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-031,Bago,Prestige Supplies Ltd.
T023980,2025-04-23,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-031,Bago,Prestige Supplies Ltd.
T024076,2025-04-24,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-031,Bago,Prestige Supplies Ltd.
T024167,2025-04-25,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-031,Bago,Prestige Supplies Ltd.
T024168,2025-04-25,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-031,Bago,Prestige Supplies Ltd.
T024169,2025-04-25,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago,Prestige Supplies Ltd.
T024170,2025-04-25,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-031,Bago,Prestige Supplies Ltd.
T024369,2025-04-27,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-031,Bago,Prestige Supplies Ltd.
T024480,2025-04-28,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-031,Bago,Prestige Supplies Ltd.
T024481,2025-04-28,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-031,Bago,Prestige Supplies Ltd.
T024482,2025-04-28,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-031,Bago,Prestige Supplies Ltd.
T024578,2025-04-29,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-031,Bago,Prestige Supplies Ltd.
T024662,2025-04-30,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-031,Bago,Prestige Supplies Ltd.
T024663,2025-04-30,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-031,Bago,Prestige Supplies Ltd.
T024664,2025-04-30,PROD-005,Noise-Cancelling Headphones,Electronics,2,900000,1800000,Customer-031,Bago,Prestige Supplies Ltd.
T024756,2025-05-01,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-031,Bago,Prestige Supplies Ltd.
T024757,2025-05-01,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago,Prestige Supplies Ltd.
T024863,2025-05-02,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-031,Bago,Prestige Supplies Ltd.
T024967,2025-05-03,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-031,Bago,Prestige Supplies Ltd.
T024968,2025-05-03,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago,Prestige Supplies Ltd.
T024969,2025-05-03,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago,Prestige Supplies Ltd.
T025063,2025-05-04,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-031,Bago,Prestige Supplies Ltd.
T025064,2025-05-04,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-031,Bago,Prestige Supplies Ltd.
T025065,2025-05-04,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-031,Bago,Prestige Supplies Ltd.
T025161,2025-05-05,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-031,Bago,Prestige Supplies Ltd.
T025162,2025-05-05,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-031,Bago,Prestige Supplies Ltd.
T025163,2025-05-05,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-031,Bago,Prestige Supplies Ltd.
T025164,2025-05-05,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago,Prestige Supplies Ltd.
T025557,2025-05-09,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-031,Bago,Prestige Supplies Ltd.
T025650,2025-05-10,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago,Prestige Supplies Ltd.
T025651,2025-05-10,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-031,Bago,Prestige Supplies Ltd.
T025749,2025-05-11,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-031,Bago,Prestige Supplies Ltd.
T026048,2025-05-14,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-031,Bago,Prestige Supplies Ltd.
T026049,2025-05-14,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-031,Bago,Prestige Supplies Ltd.
T026050,2025-05-14,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-031,Bago,Prestige Supplies Ltd.
T026156,2025-05-15,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-031,Bago,Prestige Supplies Ltd.
T026157,2025-05-15,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago,Prestige Supplies Ltd.
T026252,2025-05-16,PROD-003,27-inch 4K Monitor,Electronics,10,1200000,12000000,Customer-031,Bago,Prestige Supplies Ltd.
T026253,2025-05-16,PROD-008,Executive Ballpoint Pen Box,Office Supplies,2,70000,140000,Customer-031,Bago,Prestige Supplies Ltd.
T026254,2025-05-16,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-031,Bago,Prestige Supplies Ltd.
T026345,2025-05-17,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-031,Bago,Prestige Supplies Ltd.
T026542,2025-05-19,PROD-005,Noise-Cancelling Headphones,Electronics,10,900000,9000000,Customer-031,Bago,Prestige Supplies Ltd.
T026729,2025-05-21,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-031,Bago,Prestige Supplies Ltd.
T026827,2025-05-22,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago,Prestige Supplies Ltd.
T026828,2025-05-22,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-031,Bago,Prestige Supplies Ltd.
T027049,2025-05-24,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-031,Bago,Prestige Supplies Ltd.
T027135,2025-05-25,PROD-007,USB-C Docking Station,Electronics,10,340000,3400000,Customer-031,Bago,Prestige Supplies Ltd.
T027136,2025-05-25,PROD-001,Ergonomic Mesh Chair,Furniture,9,750000,6750000,Customer-031,Bago,Prestige Supplies Ltd.
T027228,2025-05-26,PROD-001,Ergonomic Mesh Chair,Furniture,4,750000,3000000,Customer-031,Bago,Prestige Supplies Ltd.
T027229,2025-05-26,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-031,Bago,Prestige Supplies Ltd.
T027230,2025-05-26,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-031,Bago,Prestige Supplies Ltd.
T027231,2025-05-26,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-031,Bago,Prestige Supplies Ltd.
T027232,2025-05-26,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago,Prestige Supplies Ltd.
T027334,2025-05-27,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-031,Bago,Prestige Supplies Ltd.
T027442,2025-05-28,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-031,Bago,Prestige Supplies Ltd.
T027535,2025-05-29,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-031,Bago,Prestige Supplies Ltd.
T027536,2025-05-29,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-031,Bago,Prestige Supplies Ltd.
T027537,2025-05-29,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-031,Bago,Prestige Supplies Ltd.
T027538,2025-05-29,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-031,Bago,Prestige Supplies Ltd.
T027632,2025-05-30,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago,Prestige Supplies Ltd.
T027633,2025-05-30,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-031,Bago,Prestige Supplies Ltd.
T027779,2025-06-01,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,70000,70000,Customer-031,Bago,Prestige Supplies Ltd.
T027780,2025-06-01,PROD-010,Webcam 1080p HD,Electronics,4,180000,720000,Customer-031,Bago,Prestige Supplies Ltd.
T027781,2025-06-01,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-031,Bago,Prestige Supplies Ltd.
T027864,2025-06-02,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-031,Bago,Prestige Supplies Ltd.
T027865,2025-06-02,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-031,Bago,Prestige Supplies Ltd.
T028020,2025-06-04,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-031,Bago,Prestige Supplies Ltd.
T028021,2025-06-04,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-031,Bago,Prestige Supplies Ltd.
T028106,2025-06-05,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-031,Bago,Prestige Supplies Ltd.
T028107,2025-06-05,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-031,Bago,Prestige Supplies Ltd.
T028181,2025-06-06,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-031,Bago,Prestige Supplies Ltd.
T028250,2025-06-07,PROD-004,Standing Desk Converter,Furniture,5,500000,2500000,Customer-031,Bago,Prestige Supplies Ltd.
T028251,2025-06-07,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago,Prestige Supplies Ltd.
T028252,2025-06-07,PROD-007,USB-C Docking Station,Electronics,2,340000,680000,Customer-031,Bago,Prestige Supplies Ltd.
T028253,2025-06-07,PROD-010,Webcam 1080p HD,Electronics,9,180000,1620000,Customer-031,Bago,Prestige Supplies Ltd.
T028481,2025-06-10,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-031,Bago,Prestige Supplies Ltd.
T028482,2025-06-10,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-031,Bago,Prestige Supplies Ltd.
T028562,2025-06-11,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-031,Bago,Prestige Supplies Ltd.
T028629,2025-06-12,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-031,Bago,Prestige Supplies Ltd.
T028630,2025-06-12,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-031,Bago,Prestige Supplies Ltd.
T028708,2025-06-13,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-031,Bago,Prestige Supplies Ltd.
T028795,2025-06-14,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-031,Bago,Prestige Supplies Ltd.
T028868,2025-06-15,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,70000,700000,Customer-031,Bago,Prestige Supplies Ltd.
T028869,2025-06-15,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-031,Bago,Prestige Supplies Ltd.
T028870,2025-06-15,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-031,Bago,Prestige Supplies Ltd.
T029084,2025-06-18,PROD-003,27-inch 4K Monitor,Electronics,4,1200000,4800000,Customer-031,Bago,Prestige Supplies Ltd.
T029085,2025-06-18,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-031,Bago,Prestige Supplies Ltd.
T029086,2025-06-18,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-031,Bago,Prestige Supplies Ltd.
T029165,2025-06-19,PROD-008,Executive Ballpoint Pen Box,Office Supplies,8,70000,560000,Customer-031,Bago,Prestige Supplies Ltd.
T029166,2025-06-19,PROD-002,Wireless Mechanical Keyboard,Electronics,2,380000,760000,Customer-031,Bago,Prestige Supplies Ltd.
T029235,2025-06-20,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-031,Bago,Prestige Supplies Ltd.
T029236,2025-06-20,PROD-003,27-inch 4K Monitor,Electronics,10,1200000,12000000,Customer-031,Bago,Prestige Supplies Ltd.
T029237,2025-06-20,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-031,Bago,Prestige Supplies Ltd.
T029434,2025-06-23,PROD-005,Noise-Cancelling Headphones,Electronics,7,900000,6300000,Customer-031,Bago,Prestige Supplies Ltd.
T029573,2025-06-25,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,70000,420000,Customer-031,Bago,Prestige Supplies Ltd.
T029574,2025-06-25,PROD-010,Webcam 1080p HD,Electronics,10,180000,1800000,Customer-031,Bago,Prestige Supplies Ltd.
T029636,2025-06-26,PROD-005,Noise-Cancelling Headphones,Electronics,6,900000,5400000,Customer-031,Bago,Prestige Supplies Ltd.
T029637,2025-06-26,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-031,Bago,Prestige Supplies Ltd.
